Plate Number,Position,Name,Control Z-score,VCR Z-score
9,G2,hsa-miR-513a-3p,0.721778051,-0.713490558
9,H2,hsa-miR-513a-5p,0.744315512,-0.23282332
9,F2,hsa-miR-513a-5p,0.179009566,-0.6864781
9,B3,hsa-miR-513b,-0.052339473,0.359622164
9,C3,hsa-miR-513c,0.361444839,-1.218474128
9,F3,hsa-miR-514,0.599376201,-0.424237423
9,D3,hsa-miR-514,0.580522525,-0.574056967
9,E3,hsa-miR-514,0.735532121,-0.789071779
9,B4,hsa-miR-515-3p,-0.489949964,0.272979469
9,H3,hsa-miR-515-3p,0.991706826,-0.26780403
9,A4,hsa-miR-515-5p,0.569891907,0.350875984
9,G3,hsa-miR-515-5p,0.622814192,-0.127087256
9,F4,hsa-miR-516a-3p,0.190276473,-0.655046098
9,D4,hsa-miR-516a-3p,1.537289791,-1.034509824
9,E4,hsa-miR-516a-5p,0.452727124,-0.314459883
9,C4,hsa-miR-516a-5p,-0.12019937,-0.714271177
9,G4,hsa-miR-516b,0.931818969,-0.656758371
9,A5,hsa-miR-516b,1.848299137,-0.187960417
9,H4,hsa-miR-516b*,1.23535683,-0.248559198
9,B5,hsa-miR-516b*,0.773797534,-0.588823084
9,G5,hsa-miR-517*,1.26192367,-0.468208532
9,C5,hsa-miR-517*,1.17083564,-0.627744006
9,E5,hsa-miR-517*,0.730473343,-0.996191241
9,D5,hsa-miR-517a,1.009240013,-0.268724195
9,F5,hsa-miR-517b,0.550630863,-0.322921374
9,H5,hsa-miR-517c,0.968512667,-0.429812608
9,B6,hsa-miR-518a-3p,1.113582867,0.002090609
9,D6,hsa-miR-518a-3p,2.118390213,0.189138437
9,C6,hsa-miR-518a-5p,0.956680952,-0.510815277
9,A6,hsa-miR-518a-5p,1.633776274,-0.283896042
9,E6,hsa-miR-518b,0.302745031,-0.349438374
9,G6,hsa-miR-518c,1.85129222,-0.013396558
9,F6,hsa-miR-518c*,1.110429275,-0.585306042
9,A7,hsa-miR-518d-3p,1.668984183,0.150060671
9,H6,hsa-miR-518d-5p,1.21890551,-0.105323669
9,C7,hsa-miR-518e,1.981412465,-1.137699672
9,B7,hsa-miR-518e*,1.512280991,-0.220708126
9,E7,hsa-miR-518f,1.494477444,-0.049173273
9,D7,hsa-miR-518f*,1.31416694,-0.920542961
9,G7,hsa-miR-519a,1.312672395,0.292635518
9,H7,hsa-miR-519a,1.477017094,0.018431002
9,F7,hsa-miR-519a*,1.027964625,-0.076647272
9,B8,hsa-miR-519b-3p,1.531949485,-0.190833878
9,A8,hsa-miR-519b-5p,2.820362713,0.576748704
9,D8,hsa-miR-519c-3p,1.01575842,-0.248092244
9,C8,hsa-miR-519c-5p,2.006842602,-0.514101465
9,E8,hsa-miR-519d,1.023029844,-0.835830874
9,G8,hsa-miR-519e,0.854253665,-0.261486273
9,F8,hsa-miR-519e*,0.844621926,-0.354393241
9,A9,hsa-miR-520a-3p,2.330834523,0.930202461
9,H8,hsa-miR-520a-5p,1.378286932,-0.014677376
9,B9,hsa-miR-520b,0.20790456,-0.14270252
9,D9,hsa-miR-520c-3p,1.494140029,-1.092469221
9,C9,hsa-miR-520c-5p,1.14043514,-0.584538994
9,F9,hsa-miR-520d-3p,0.642838857,0.038445637
9,E9,hsa-miR-520d-5p,1.196966101,0.260055811
9,G9,hsa-miR-520e,1.475475864,-0.263806802
9,H9,hsa-miR-520f,2.034564347,-0.255047489
9,A10,hsa-miR-520g,2.388236599,0.599739759
9,B10,hsa-miR-520h,1.092835693,0.11824582
9,C10,hsa-miR-521,1.287888443,-0.450715594
9,D10,hsa-miR-521,1.546487807,-0.767718963
9,F10,hsa-miR-522,1.226070005,-0.296829335
9,E10,hsa-miR-522*,1.200618508,-0.325081043
9,H10,hsa-miR-523,1.890308843,-0.772565161
9,G10,hsa-miR-523*,1.549816822,-0.27587468
9,B11,hsa-miR-524-3p,0.793876039,0.332061343
9,A11,hsa-miR-524-5p,2.210743673,1.063930677
9,D11,hsa-miR-525-3p,1.76186123,-0.920695282
9,C11,hsa-miR-525-5p,1.529488118,-0.606695152
9,F11,hsa-miR-526a,1.116458593,-0.319907821
9,E11,hsa-miR-526a,2.392948884,-0.463131659
9,G11,hsa-miR-526b,1.739705237,-0.638582682
9,H11,hsa-miR-526b*,2.910098581,-0.551802297
10,A2,ath-miR416,0.056239072,0.113331204
10,B2,cel-miR-243,-0.012141002,0.140411315
10,C2,hsa-miR-527,-0.240736817,0.298807793
10,E2,hsa-miR-532-3p,-1.094692204,-0.881307144
10,D2,hsa-miR-532-5p,-0.923259034,-0.300062927
10,F2,hsa-miR-539,-0.575396408,-1.174068279
10,H2,hsa-miR-541,-0.136700727,-0.891855633
10,G2,hsa-miR-541*,-0.762180512,-0.846914538
10,B3,hsa-miR-542-3p,0.460681257,0.134087476
10,A3,hsa-miR-542-5p,-0.523115874,-0.861529126
10,C3,hsa-miR-543,-0.575434078,-0.67164957
10,D3,hsa-miR-544,-0.951990624,-0.775830465
10,F3,hsa-miR-545,-0.744618484,-0.59435397
10,E3,hsa-miR-545*,-0.834854113,-1.302559499
10,G3,hsa-miR-548a-3p,-0.67288902,-0.421575632
10,B4,hsa-miR-548a-3p,-0.246711492,-0.184539133
10,H3,hsa-miR-548a-3p,-0.183107061,-0.432448638
10,A4,hsa-miR-548a-5p,-0.206257488,-0.283986949
10,D4,hsa-miR-548b-3p,-0.723545338,-0.435986731
10,C4,hsa-miR-548b-5p,-0.448554146,-0.678380889
10,F4,hsa-miR-548c-3p,-0.489426782,-0.611817253
10,E4,hsa-miR-548c-5p,-1.082715086,-0.893212873
10,H4,hsa-miR-548d-3p,-0.430975845,-0.55140631
10,B5,hsa-miR-548d-3p,0.364504872,0.016901339
10,G4,hsa-miR-548d-5p,-0.708823796,-0.429852327
10,A5,hsa-miR-548d-5p,-0.09077296,-0.840975896
10,C5,hsa-miR-548e,-0.708101479,-0.330679742
10,F5,hsa-miR-548f,-0.429490987,-0.026757642
10,E5,hsa-miR-548f,-0.790630668,-0.778999212
10,D5,hsa-miR-548f,-0.210291804,-0.642800902
10,G5,hsa-miR-548f,-0.210981084,-0.62586872
10,H5,hsa-miR-548f,-0.147524489,-0.504148443
10,A6,hsa-miR-548g,0.277688692,0.221720055
10,C6,hsa-miR-548h,-0.481729504,-0.293687522
10,D6,hsa-miR-548h,-0.226597502,-0.577975169
10,B6,hsa-miR-548h,0.187824822,-0.270765548
10,E6,hsa-miR-548h,-0.440909645,-0.906591552
10,A7,hsa-miR-548i,0.091640531,0.42994913
10,H6,hsa-miR-548i,0.037301754,-0.18329976
10,G6,hsa-miR-548i,0.157924204,-0.374338146
10,F6,hsa-miR-548i,-0.020820208,-0.697298149
10,B7,hsa-miR-548j,0.156682587,-0.075129475
10,C7,hsa-miR-548k,-0.030530777,0.1383232
10,D7,hsa-miR-548l,-0.235260835,-0.064606899
10,E7,hsa-miR-548m,-0.668306905,-0.663783595
10,F7,hsa-miR-548n,-0.289007679,-0.155899305
10,G7,hsa-miR-548o,-0.337387125,-0.27201324
10,H7,hsa-miR-548p,-0.323331889,-0.270833033
10,A8,hsa-miR-549,0.145099994,0.469830413
10,B8,hsa-miR-550a,-0.200888362,0.242537946
10,D8,hsa-miR-550a,-0.262981499,-0.28296131
10,C8,hsa-miR-550a*,-0.359745969,-0.16297355
10,E8,hsa-miR-550a*,-0.386794119,-0.67165431
10,F8,hsa-miR-551a,-0.633495522,-0.597769973
10,H8,hsa-miR-551b,-0.134951364,-0.375615535
10,G8,hsa-miR-551b*,-0.334674468,-0.599901846
10,A9,hsa-miR-552,0.263053448,0.760031118
10,B9,hsa-miR-553,0.221204631,0.024331806
10,C9,hsa-miR-554,-0.136675611,-0.438125829
10,D9,hsa-miR-555,-0.383439817,-0.717894181
10,F9,hsa-miR-556-3p,-0.294885688,-0.439706879
10,E9,hsa-miR-556-5p,-0.175568606,-1.014710999
10,G9,hsa-miR-557,0.440132151,-0.98574253
10,H9,hsa-miR-558,-0.039887585,-0.51083078
10,A10,hsa-miR-559,0.084327654,0.734388248
10,B10,hsa-miR-561,-0.010520437,-0.139860634
10,C10,hsa-miR-562,-0.717067435,-0.361905649
10,D10,hsa-miR-563,-0.589585073,-0.48898225
10,E10,hsa-miR-564,-0.358086539,-0.80100219
10,F10,hsa-miR-566,-0.063877204,-0.946117494
10,G10,hsa-miR-567,0.094470888,-0.766457765
10,H10,hsa-miR-568,-0.185319479,-0.738159517
10,A11,hsa-miR-569,-0.132552833,0.665867059
10,B11,hsa-miR-570,0.235803416,-0.034743324
10,C11,hsa-miR-571,-0.43189599,-1.082683518
10,D11,hsa-miR-572,-0.359790796,-1.469188503
10,E11,hsa-miR-573,-0.462823334,-1.387799503
10,G11,hsa-miR-574-3p,0.0463866,-0.85382973
10,F11,hsa-miR-574-5p,-0.388764986,-0.904680413
10,H11,hsa-miR-575,0.457225052,-1.067925954
11,A2,ath-miR416,-0.117694035,0.275383115
11,B2,cel-miR-243,0.161792105,-0.021640596
11,D2,hsa-miR-576-3p,-0.250352641,-0.619496793
11,C2,hsa-miR-576-5p,-0.21915909,0.104966039
11,E2,hsa-miR-577,-0.558864984,0.202139013
11,F2,hsa-miR-578,-0.510609942,-0.291471359
11,G2,hsa-miR-579,-1.152725156,-0.492539506
11,H2,hsa-miR-580,-0.420432704,0.827239368
11,A3,hsa-miR-581,-0.099920343,0.38610138
11,C3,hsa-miR-582-3p,-0.939013362,-0.342047013
11,B3,hsa-miR-582-5p,-0.044952636,0.395420225
11,D3,hsa-miR-583,-0.300929332,-1.177872069
11,E3,hsa-miR-584,-1.171428756,-0.868727721
11,F3,hsa-miR-585,-1.021713103,-0.757163861
11,G3,hsa-miR-586,-1.433145721,-0.383489469
11,H3,hsa-miR-587,-0.871988326,-0.13674161
11,A4,hsa-miR-588,-0.780644055,-0.060304193
11,B4,hsa-miR-589,0.323915427,-0.038749368
11,C4,hsa-miR-589*,-0.985202281,0.567192297
11,E4,hsa-miR-590-3p,-0.223761245,-0.814816715
11,D4,hsa-miR-590-5p,-1.027206039,-0.368066562
11,F4,hsa-miR-591,-1.056816102,-0.332427978
11,G4,hsa-miR-592,-1.088904472,0.042277864
11,A5,hsa-miR-593,-0.473662335,0.802397239
11,H4,hsa-miR-593*,-0.948127717,-0.405257903
11,B5,hsa-miR-595,-0.075452303,0.334612323
11,C5,hsa-miR-596,-0.038832594,-0.435490686
11,D5,hsa-miR-597,-0.52352346,-0.479559664
11,E5,hsa-miR-598,0.18086107,-0.660010999
11,F5,hsa-miR-599,-0.977558111,-0.122516574
11,G5,hsa-miR-600,-0.185521864,-0.751797878
11,H5,hsa-miR-601,-0.657420119,-0.087461491
11,A6,hsa-miR-602,0.113200554,0.879566255
11,B6,hsa-miR-603,1.088367962,-0.14189641
11,C6,hsa-miR-604,-0.531595033,0.1206236
11,D6,hsa-miR-605,-0.718212517,0.021209407
11,E6,hsa-miR-606,0.028981984,0.5086102
11,F6,hsa-miR-607,-0.397072626,-0.071741709
11,G6,hsa-miR-608,-0.018059974,0.152612514
11,H6,hsa-miR-609,-0.212106028,-0.247152989
11,A7,hsa-miR-610,0.54392132,2.433734173
11,B7,hsa-miR-611,-0.003073585,0.509875213
11,C7,hsa-miR-612,0.235462573,0.90222897
11,D7,hsa-miR-613,-0.450790371,0.218739435
11,E7,hsa-miR-614,-0.019599767,-0.167991143
11,G7,hsa-miR-615-3p,-0.890584056,0.099787912
11,F7,hsa-miR-615-5p,-0.215131157,-0.488322386
11,A8,hsa-miR-616,0.58391974,1.797226509
11,H7,hsa-miR-616*,-0.465117605,-0.123270294
11,B8,hsa-miR-617,-0.278503299,-0.249385243
11,C8,hsa-miR-618,-0.337365802,-0.090904263
11,D8,hsa-miR-619,-0.644970725,-0.140529845
11,E8,hsa-miR-620,-0.444324996,0.887114589
11,F8,hsa-miR-621,-0.045109354,-0.035990157
11,G8,hsa-miR-622,-0.628518199,0.193735862
11,H8,hsa-miR-623,-0.182008491,-0.00288529
11,B9,hsa-miR-624,0.008009975,0.291980522
11,A9,hsa-miR-624*,0.195207201,2.464388588
11,C9,hsa-miR-625,-0.392639011,0.174103451
11,D9,hsa-miR-625*,-0.573205918,-0.527680238
11,E9,hsa-miR-626,-0.398666427,-0.141367492
11,F9,hsa-miR-627,-0.544440835,-0.292928547
11,H9,hsa-miR-628-3p,0.172150047,0.28776652
11,G9,hsa-miR-628-5p,-0.408847452,1.3726087
11,A10,hsa-miR-629,0.646417741,3.093514467
11,B10,hsa-miR-629*,0.387881594,0.939897811
11,C10,hsa-miR-630,-0.334480339,0.15052862
11,D10,hsa-miR-631,-0.63710195,0.71012222
11,E10,hsa-miR-632,-0.321651907,1.10675821
11,F10,hsa-miR-633,-0.438858918,-0.011060352
11,G10,hsa-miR-634,-0.646262095,0.083456289
11,H10,hsa-miR-635,0.295824442,1.413603354
11,A11,hsa-miR-636,0.951777604,2.62153786
11,B11,hsa-miR-637,-0.013254452,0.899463702
11,C11,hsa-miR-638,-0.649607337,0.037457331
11,D11,hsa-miR-639,-0.922233745,0.626332016
11,E11,hsa-miR-640,-0.207446572,1.115303746
11,F11,hsa-miR-641,-0.706544476,1.726405901
11,G11,hsa-miR-642a,-0.695416366,1.175081898
11,H11,hsa-miR-643,0.77726299,1.065930238
12,A2,ath-miR416,0.170734002,-0.480799264
12,B2,cel-miR-243,-0.12663595,0.734541783
12,C2,hsa-miR-644,-0.822941374,-1.02106656
12,D2,hsa-miR-645,-0.740536607,-1.256811105
12,E2,hsa-miR-646,-0.67033433,-1.279993877
12,F2,hsa-miR-647,-0.870631319,-1.813612385
12,G2,hsa-miR-648,-0.915914096,-1.745640181
12,H2,hsa-miR-649,-0.111598852,-0.57569959
12,A3,hsa-miR-650,0.501174042,-0.729103718
12,B3,hsa-miR-651,-0.160406653,-0.632459383
12,C3,hsa-miR-652,-0.079247658,-1.163587415
12,D3,hsa-miR-653,-1.032439435,-1.861005035
12,F3,hsa-miR-654-3p,-0.431883711,-1.867501869
12,E3,hsa-miR-654-5p,-0.526208481,-1.834527048
12,G3,hsa-miR-655,-0.616500361,-1.895542134
12,H3,hsa-miR-656,-0.89167358,-1.49446913
12,A4,hsa-miR-657,0.504580925,-1.374557483
12,B4,hsa-miR-658,0.567115635,-0.992890679
12,C4,hsa-miR-659,-0.153231344,-0.928227313
12,D4,hsa-miR-660,-1.580646447,-1.724050955
12,E4,hsa-miR-661,-1.043999005,-1.746951893
12,F4,hsa-miR-662,-0.54221769,-1.532638833
12,G4,hsa-miR-663,-1.514482227,-1.905613661
12,H4,hsa-miR-663b,0.186831701,-0.735457739
12,B5,hsa-miR-664,0.005194541,-0.364494916
12,A5,hsa-miR-664*,0.338377945,-1.343670702
12,C5,hsa-miR-665,-1.170146335,-1.366323665
12,D5,hsa-miR-668,-0.528014745,-1.536291705
12,F5,hsa-miR-671-3p,-0.001493885,-1.544129959
12,E5,hsa-miR-671-5p,-0.311143434,-1.701898289
12,G5,hsa-miR-675,-0.623488883,-1.751502111
12,H5,hsa-miR-675*,-0.79722826,-0.8325265
12,H6,hsa-miR-7,-0.596070387,-0.422352161
12,E6,hsa-miR-7,-0.661086154,-1.510798361
12,C6,hsa-miR-7,0.061389771,-1.120098073
12,D6,hsa-miR-7-1*,-0.548888182,-0.881667738
12,F6,hsa-miR-7-2*,-0.607016266,-1.114182515
12,A6,hsa-miR-708,0.726079985,-0.824546643
12,B6,hsa-miR-708*,0.648032538,-0.493491539
12,G6,hsa-miR-720,-0.816487026,-1.792625378
12,A7,hsa-miR-744,-1.108823406,-0.582513206
12,B7,hsa-miR-744*,-0.259584014,-0.549343376
12,C7,hsa-miR-758,-0.69138061,-0.114333849
12,D7,hsa-miR-760,-0.402011573,-1.099432609
12,E7,hsa-miR-765,-0.594368662,-1.184393923
12,F7,hsa-miR-766,-0.601777274,-1.32955309
12,H7,hsa-miR-767-3p,-0.751809116,-0.524997206
12,G7,hsa-miR-767-5p,-0.9982218,-1.542869385
12,B8,hsa-miR-769-3p,-0.031229755,-0.89314792
12,A8,hsa-miR-769-5p,-0.641626338,-0.109525903
12,C8,hsa-miR-770-5p,0.074536392,-0.491771925
12,D8,hsa-miR-802,-0.41503373,-1.182502787
12,E8,hsa-miR-873,-0.805400971,-1.257287954
12,F8,hsa-miR-874,-1.243091035,-1.35496641
12,H8,hsa-miR-875-3p,-0.631107317,-0.742907916
12,G8,hsa-miR-875-5p,-1.167275298,-1.394331606
12,B9,hsa-miR-876-3p,-0.07622674,-1.066694016
12,A9,hsa-miR-876-5p,-0.913508,-0.204781245
12,C9,hsa-miR-877,0.373499383,-0.699530194
12,D9,hsa-miR-877*,-0.631655353,-1.802255547
12,F9,hsa-miR-885-3p,-0.418703691,-1.368541786
12,E9,hsa-miR-885-5p,-1.526643394,-1.505612664
12,G9,hsa-miR-887,-0.400471504,-1.701783393
12,H9,hsa-miR-888,-0.624877561,-0.783329165
12,A10,hsa-miR-888*,-0.77865863,-0.306950956
12,B10,hsa-miR-889,0.575618475,-0.014836767
12,C10,hsa-miR-890,0.464494767,-0.926295295
12,D10,hsa-miR-891a,-0.379604535,-1.700950524
12,E10,hsa-miR-891b,-0.405544362,-1.470603087
12,F10,hsa-miR-892a,-0.414560459,-1.399980454
12,G10,hsa-miR-892b,-0.687375534,-1.681616794
12,B11,hsa-miR-9,-0.709363925,-0.52690412
12,H10,hsa-miR-9,0.364989719,-0.83264659
12,A11,hsa-miR-9*,-0.131863382,-0.206659432
12,C11,hsa-miR-9*,-0.195397252,-1.328440376
12,D11,hsa-miR-920,-0.689700099,-1.712517192
12,E11,hsa-miR-921,-0.780434773,-0.926908863
12,F11,hsa-miR-922,-0.877704214,-1.070310153
12,G11,hsa-miR-924,-0.323545248,-1.831155048
12,H11,hsa-miR-92a-1*,-1.064319031,-0.205867527
13,E9,hsa-miR-1244,-0.728742428,-0.039866378
13,E11,hsa-miR-2909,-0.562628214,-0.070879665
,,,,
,,,,
,,,,