Name,x,y,z,Color
hsa-miR-541,0.969222229,0.854651502,0.707257525,black
hsa-miR-129-3p,0.969292131,1.08670056,0.71052873,black
hsa-miR-181a,0.969490219,0.985694566,0.815962197,black
hsa-miR-658,0.969561209,0.899567173,0.795948192,black
hsa-miR-566,0.9699229,0.843001514,0.697112747,black
hsa-miR-154,0.97026434,0.900694854,0.745004197,black
hsa-miR-556-5p,0.970276736,0.829532413,0.685724434,black
hsa-miR-548d-5p,0.970442292,0.865231707,0.71511287,black
hsa-miR-1255b,0.970678237,1.121483739,0.720491816,black
hsa-miR-19b,0.971483391,1.124252663,0.913252515,black
hsa-miR-181a,0.971593969,0.905971944,0.748343596,black
hsa-miR-26b,0.972869518,0.836080313,0.685107639,black
hsa-miR-621,0.973285346,0.924728761,0.660687618,black
hsa-miR-554,0.973685337,0.946643773,0.779793904,black
hsa-miR-1291,0.973968708,1.064156503,0.681352515,black
hsa-miR-1285,0.974099456,1.217999843,0.779749842,black
hsa-miR-596,0.974115206,0.854261019,0.609820829,black
hsa-miR-561,0.974225666,1.005256788,0.827616862,black
hsa-miR-181a-2*,0.974507283,0.927933092,0.764192343,black
hsa-miR-1,0.974541807,0.916741145,0.71891657,black
hsa-miR-125a-3p,0.975399517,1.053536231,0.673563125,black
hsa-miR-569,0.97553428,1.161123326,0.95465774,black
hsa-miR-365,0.975919001,0.885050071,0.68896998,black
hsa-miR-147,0.976220751,1.204857274,0.782193149,black
hsa-miR-342-5p,0.976330711,0.849846789,0.661286899,black
hsa-miR-412,0.97652487,1.014223304,0.789035436,black
hsa-miR-595,0.977381607,0.990331305,0.704593014,black
hsa-miR-148b,0.977741311,1.157890125,0.750533055,black
hsa-miR-502-5p,0.977769982,1.063993441,0.906214609,black
hsa-miR-23b,0.977926808,0.965332638,0.786929901,black
hsa-miR-1254,0.978367846,0.941677412,0.600221221,black
hsa-miR-551b,0.978873942,0.956676424,0.783881088,black
hsa-miR-129*,0.97921833,1.149617437,0.73212489,black
hsa-miR-1271,0.97946973,1.05234085,0.670003041,black
hsa-miR-26a,0.979785866,0.967316941,0.787051286,black
hsa-miR-574-3p,0.980595552,0.860745623,0.704039113,black
hsa-miR-548f,0.980749512,0.932992354,0.763012876,black
hsa-miR-614,0.98076377,0.901335433,0.639063505,black
hsa-miR-185,0.981992215,1.029576503,0.841437156,black
hsa-miR-637,0.982213551,1.080136388,0.764706291,black
hsa-miR-26a,0.982662218,1.143420491,0.927613631,black
hsa-miR-421,0.98289255,0.998517612,0.771784261,black
hsa-miR-1238,0.983166355,1.065049691,0.675544911,black
hsa-miR-17*,0.983219776,1.005261838,0.82053989,black
hsa-miR-581,0.98410186,0.998465964,0.705529536,black
hsa-miR-146a,0.984573874,1.210551453,0.779222322,black
hsa-miR-125b-1*,0.985852739,1.053640382,0.666487063,black
hsa-miR-34c-5p,0.985903706,0.979530021,0.754795815,black
hsa-miR-582-5p,0.986053451,1.000889145,0.70584202,black
hsa-miR-1244,0.986175395,1.006878571,0.636699193,black
hsa-miR-1260,0.987038762,1.108556333,0.700381914,black
hsa-miR-889,0.987709384,1.092006151,0.948467247,black
hsa-miR-124*,0.987779147,0.973106328,0.614344263,black
hsa-miR-183*,0.98813185,0.965638374,0.784279252,black
hsa-miR-493*,0.988160025,1.070681854,0.902322881,black
hsa-miR-409-5p,0.988754692,1.151522921,0.884769741,black
hsa-miR-196a,0.989132297,0.957978234,0.764299527,black
hsa-miR-606,0.989300417,1.018501933,0.715905424,black
hsa-miR-323b-5p,0.991285498,1.028204264,0.863792555,black
hsa-miR-488*,0.991323603,1.19824941,1.006608482,black
hsa-miR-33b,0.991428313,1.031544303,0.790447079,black
hsa-miR-1285,0.991642027,1.197188435,0.752868198,black
hsa-miR-558,0.991652377,0.928811687,0.75124241,black
hsa-miR-146b-3p,0.991905361,1.256631138,0.802904735,black
hsa-miR-302b,0.992308858,1.076928018,0.865177501,black
hsa-miR-15a,0.992458302,0.8771116,0.709273434,black
hsa-miR-27b,0.992694329,1.0267382,0.824535936,black
hsa-miR-26a-2*,0.992726679,1.010652291,0.811591482,black
hsa-miR-10b,0.992807299,0.868842399,0.668818518,black
hsa-miR-19b-1*,0.993227728,1.043743627,0.829291728,black
hsa-miR-1208,0.993514454,1.111738148,0.855185963,black
hsa-miR-302a,0.993767842,1.089114065,0.873682903,black
hsa-miR-548i,0.994048882,0.893531047,0.720964348,black
hsa-miR-1292,0.994254683,1.060054651,0.664878018,black
hsa-miR-1914,0.994650399,0.916268514,0.739304602,black
hsa-miR-508-5p,0.99474095,0.970813017,0.812745181,black
hsa-miR-1270,0.994825167,1.080845345,0.677529418,black
hsa-miR-559,0.994984269,1.175250008,0.947383751,black
hsa-miR-548k,0.995371452,1.061727522,0.855538933,black
hsa-miR-24-1*,0.995466753,1.010591766,0.809309065,black
hsa-miR-1909*,0.995564276,1.081329427,0.871685507,black
hsa-miR-335*,0.995657492,1.029671852,0.785660839,black
hsa-miR-34c-3p,0.995908273,1.04102744,0.794125366,black
hsa-miR-200c,0.997229529,1.053437573,0.833635127,black
hsa-let-7b*,0.997516601,0.953161192,0.7302616,black
hsa-miR-103b,0.997662594,0.977455759,0.748765224,black
hsa-miR-362-3p,0.998656121,0.997678966,0.75896383,black
hsa-miR-1237,0.999900108,1.038716292,0.647816033,black
hsa-miR-1255b,1.000188206,1.151180689,0.717749883,black
hsa-miR-135a,1.000448341,1.249866789,0.791763541,black
hsa-miR-624,1.000727948,0.980071059,0.681025735,black
hsa-miR-708*,1.001008843,1.004115082,0.860541876,black
hsa-miR-196a*,1.001124801,1.090274992,0.859429313,black
hsa-miR-499-3p,1.001203638,0.993405084,0.826290515,black
hsa-miR-103b,1.001673324,0.892250935,0.680758619,black
hsa-miR-598,1.001734764,0.811396436,0.563251475,black
hsa-miR-611,1.001905081,1.016400281,0.705440168,black
hsa-miR-24,1.002099689,0.957356647,0.761602286,black
hsa-miR-1289,1.002156868,1.1607812,0.722313983,black
hsa-miR-345,1.002225552,1.041201684,0.789251875,black
hsa-miR-194*,1.003284298,0.959471074,0.767501051,black
hsa-miR-567,1.004500068,0.879537234,0.702289446,black
hsa-miR-186,1.004895715,0.916188763,0.731703402,black
hsa-miR-512-5p,1.005804162,1.257404794,1.041095315,black
hsa-miR-1282,1.006091882,1.1348027,0.703386582,black
hsa-miR-27a,1.007468047,1.082141322,0.856284552,black
hsa-miR-128,1.008554514,1.148938963,0.7104098,black
hsa-miR-148b*,1.008759814,1.124498192,0.706476025,black
hsa-miR-628-3p,1.008838467,0.97694966,0.673399112,black
hsa-miR-490-5p,1.008881747,1.001485149,0.826671675,black
hsa-miR-493,1.00970934,1.041859505,0.859293631,black
hsa-miR-486-5p,1.009797393,1.101681035,0.908553355,black
hsa-miR-483-5p,1.009818641,1.014760554,0.836852662,black
hsa-miR-128,1.00994377,1.10620093,0.683043226,black
hsa-let-7i*,1.009986615,0.936958428,0.708984839,black
hsa-miR-139-5p,1.010262971,1.244386496,0.780633696,black
hsa-miR-29b,1.011234278,1.283065586,1.011492072,black
hsa-miR-549,1.011305596,1.1248884,0.892152118,black
hsa-miR-107,1.012091924,0.902968201,0.681843559,black
hsa-miR-602,1.012168016,1.091392642,0.749808569,black
hsa-miR-548i,1.012273397,1.116792379,0.884884323,black
hsa-miR-299-3p,1.013362124,0.911129752,0.716771898,black
hsa-miR-124*,1.014068987,1.053829159,0.648058296,black
hsa-miR-1283,1.014271814,1.260396581,0.774933121,black
hsa-miR-124,1.01444954,0.969555225,0.596009889,black
hsa-miR-28-3p,1.01450655,0.95471953,0.750216066,black
hsa-miR-624*,1.01475067,1.375067589,0.942294565,black
hsa-miR-1245,1.015296382,1.039472862,0.638457041,black
hsa-miR-150,1.015311082,0.929535984,0.73474762,black
hsa-miR-570,1.015993583,1.022820809,0.807458988,black
hsa-miR-708,1.016014116,0.930019926,0.78526989,black
hsa-miR-200a,1.016632557,0.877534671,0.68118112,black
hsa-miR-548i,1.017094962,0.991607719,0.781970337,black
hsa-miR-509-5p,1.017378816,1.125897939,0.921605679,black
hsa-miR-502-3p,1.017565415,0.956136826,0.78250391,black
hsa-miR-27b*,1.017658077,0.98340173,0.770361364,black
hsa-miR-10a*,1.017743956,0.844808027,0.634383304,black
hsa-miR-1203,1.01788449,1.094332377,0.821642692,black
hsa-miR-548j,1.018006734,1.019542691,0.803279433,black
hsa-miR-130b*,1.018094139,0.994831603,0.619281455,black
hsa-miR-101*,1.018755728,0.948964887,0.711889069,black
hsa-miR-371-3p,1.018970196,1.023593714,0.763154308,black
hsa-miR-378,1.019163729,1.117148296,0.832747044,black
hsa-miR-511,1.019551503,1.219488427,0.996087116,black
hsa-miR-193b,1.01992435,0.798386783,0.628226839,black
hsa-miR-203,1.020536657,1.033547795,0.799216217,black
hsa-miR-553,1.021161329,1.039238342,0.816267837,black
hsa-miR-126,1.021227284,1.103854902,0.674063708,black
hsa-miR-1231,1.022260446,1.103946615,0.82531314,black
hsa-miR-29a,1.022271293,1.049869928,0.818718756,black
hsa-miR-501-5p,1.022609315,1.068334978,0.870014542,black
hsa-miR-101,1.022850702,0.801372877,0.59876256,black
hsa-miR-19b-2*,1.022904234,1.025509652,0.791165075,black
hsa-miR-1262,1.023096824,1.109039258,0.675991986,black
hsa-miR-33a*,1.023473388,1.064143111,0.789895637,black
hsa-miR-1258,1.023821122,1.132441602,0.689768083,black
hsa-miR-103a,1.025107034,0.855421862,0.637739587,black
hsa-miR-138-2*,1.026166642,1.261606371,0.779170354,black
hsa-miR-199a-5p,1.026698454,0.973868897,0.748548457,black
hsa-miR-126*,1.027056516,1.091798007,0.662917248,black
hsa-miR-200b,1.027155486,1.00071614,0.768841905,black
hsa-miR-194,1.027677994,0.942546211,0.736065907,black
hsa-miR-206,1.028618627,1.048073604,0.804080871,black
hsa-miR-548h,1.028683152,0.978774858,0.76315554,black
hsa-miR-200b*,1.028846058,0.976170464,0.748751313,black
hsa-miR-1284,1.02899306,1.215951237,0.736911064,black
hsa-miR-196b,1.029271494,0.958006923,0.734515618,black
hsa-miR-153,1.029492732,0.926021106,0.721886148,black
hsa-let-7a,1.029647929,0.923487353,0.685447894,black
hsa-miR-1538,1.029815385,0.952728946,0.742473731,black
hsa-miR-509-3p,1.029841698,1.08130956,0.874396436,black
hsa-miR-1243,1.031326173,1.054971353,0.637904978,black
hsa-miR-612,1.031765367,1.094301077,0.737526905,black
hsa-miR-196a,1.032429093,0.829135449,0.633764021,black
hsa-miR-548i,1.032955465,0.959483804,0.745020004,black
hsa-miR-125b,1.03336431,1.162588024,0.701590582,black
hsa-miR-449b*,1.033849036,0.973963829,0.78453895,black
hsa-miR-371-5p,1.03419335,0.937195128,0.688453342,black
hsa-miR-1263,1.034463798,1.073984598,0.647431939,black
hsa-miR-202*,1.034748977,1.043145431,0.79555862,black
hsa-let-7g*,1.034751372,0.86383736,0.638011074,black
hsa-miR-10b*,1.034849167,0.95566316,0.705764866,black
hsa-miR-1179,1.035476704,1.086710303,0.802057856,black
hsa-miR-452*,1.035861862,0.865470238,0.695791474,black
hsa-miR-1537,1.035963049,0.949605525,0.735648028,black
hsa-miR-552,1.036032739,1.182868609,0.915745746,black
hsa-miR-127-5p,1.036162645,1.127515964,0.678587932,black
hsa-miR-1265,1.036195882,1.083611468,0.652143387,black
hsa-miR-372,1.036993585,1.068442879,0.782747106,black
hsa-miR-143,1.037023565,1.283583923,0.784444248,black
hsa-miR-2054,1.037139764,1.028978694,0.782945313,black
hsa-miR-1275,1.037496656,0.995266873,0.598224516,black
hsa-miR-422a,1.037588888,1.037459621,0.759612534,black
hsa-miR-30e,1.037663259,0.986468388,0.757865508,black
hsa-miR-138,1.037889352,1.278079192,0.780428548,black
hsa-miR-26b*,1.04020197,0.991061163,0.759535706,black
hsa-miR-548g,1.041018393,1.075854574,0.828909374,black
hsa-miR-134,1.041163178,1.010025553,0.614808694,black
hsa-miR-635,1.041296319,1.179274085,0.787521482,black
hsa-miR-190b,1.041474793,0.975897726,0.752015255,black
hsa-miR-1207-5p,1.041517939,1.155940693,0.848205419,black
hsa-miR-1202,1.042667486,1.044752826,0.765772857,black
hsa-miR-1280,1.043276748,1.146238861,0.685152054,black
hsa-miR-1286,1.04329518,1.17842919,0.704381036,black
hsa-miR-1228,1.04430922,0.981930944,0.718594814,black
hsa-miR-29c*,1.044709824,1.019359142,0.777851964,black
hsa-miR-548d-3p,1.044839754,1.037101346,0.796128906,black
hsa-miR-1268,1.045405896,1.087231256,0.648557293,black
hsa-miR-181c*,1.045548452,1.024093517,0.786079665,black
hsa-miR-1290,1.04585699,1.114499239,0.664536496,black
hsa-miR-297,1.046256973,0.931606093,0.709838195,black
hsa-miR-200a*,1.046567503,1.012800615,0.76369341,black
hsa-miR-19b,1.047906821,0.85937651,0.647177102,black
hsa-miR-1469,1.049336102,1.264649052,0.763803858,black
hsa-miR-409-3p,1.049346597,1.146832531,0.830285162,black
hsa-miR-629*,1.049641255,1.095474662,0.725743964,black
hsa-miR-20a,1.050091907,1.028595341,0.773000141,black
hsa-miR-302c*,1.050630207,0.958612744,0.727375593,black
hsa-miR-489,1.050838869,1.119868752,0.887482518,black
hsa-miR-589,1.05299686,0.921373426,0.608457983,black
hsa-miR-101,1.053215589,0.955210366,0.693128877,black
hsa-miR-124*,1.05327239,1.080690795,0.639841074,black
hsa-miR-302b*,1.053312234,1.138724625,0.861840688,black
hsa-miR-208b,1.053490299,0.980220794,0.734269861,black
hsa-let-7g,1.054665095,0.783493431,0.567744625,black
hsa-miR-103a-2*,1.055750811,0.947649347,0.685991112,black
hsa-miR-485-5p,1.055959082,0.977708977,0.771065588,black
hsa-miR-20b,1.056047732,0.912974014,0.682240034,black
hsa-miR-1301,1.056348724,1.111739351,0.666994274,black
hsa-miR-361-5p,1.056453552,0.896647784,0.644789124,black
hsa-let-7f,1.057142192,0.877404259,0.634305646,black
hsa-miR-496,1.05716641,1.043776209,0.822229107,black
hsa-miR-28-5p,1.05783021,1.075404479,0.810440777,black
hsa-miR-30a,1.058624088,1.263965242,0.951828641,black
hsa-miR-1228*,1.058645562,1.002605956,0.723788942,black
hsa-miR-1178,1.058806796,0.880933124,0.635855548,black
hsa-let-7b,1.059261632,0.9827114,0.709014305,black
hsa-miR-410,1.060042271,1.04215802,0.746889962,black
hsa-miR-216a,1.060092518,1.173332714,0.873453405,black
hsa-miR-1185,1.060405728,0.989135586,0.712879304,black
hsa-miR-136*,1.061795302,1.22769937,0.73278686,black
hsa-miR-1182,1.062476916,1.012572164,0.728347655,black
hsa-miR-196b*,1.063186199,0.943373463,0.70022346,black
hsa-miR-30b,1.063437712,1.045674817,0.783880753,black
hsa-miR-1912,1.064124022,1.076365078,0.81178021,black
hsa-miR-199a-3p,1.064348714,0.885288197,0.656391678,black
hsa-miR-1913,1.064574038,0.99429846,0.749569668,black
hsa-miR-1289,1.065131502,1.200284771,0.702736369,black
hsa-miR-542-3p,1.065324665,1.057745773,0.79636323,black
hsa-miR-365*,1.066022906,0.971376767,0.692257082,black
hsa-miR-10a,1.066527869,0.955318569,0.684554857,black
hsa-miR-29b-2*,1.066845483,1.087176818,0.812389067,black
hsa-miR-504,1.06767006,1.02642393,0.800605396,black
hsa-miR-1261,1.067739869,1.079516344,0.630485534,black
hsa-miR-557,1.06785923,0.836230316,0.628092757,black
hsa-miR-1273,1.068127974,1.152813697,0.673049805,black
hsa-miR-208a,1.068205831,1.07343161,0.793015668,black
hsa-miR-106b*,1.068830338,1.003063884,0.717219463,black
hsa-miR-575,1.069147495,0.816841787,0.612790758,black
hsa-miR-20a*,1.069438678,1.011908934,0.746702964,black
hsa-miR-24,1.070568954,0.921164846,0.685943145,black
hsa-miR-148a,1.072031092,1.163649417,0.687925193,black
hsa-miR-222,1.072066482,1.202015442,0.884811301,black
hsa-miR-214*,1.072336267,1.031095074,0.758804765,black
hsa-miR-1302,1.073070922,1.074613696,0.634673528,black
hsa-miR-1324,1.073412881,1.116981101,0.65948582,black
hsa-miR-1207-3p,1.0735183,1.061927776,0.755992998,black
hsa-miR-1183,1.074114349,1.044896973,0.743455875,black
hsa-miR-2110,1.074356891,1.004918755,0.738150145,black
hsa-miR-324-3p,1.074550237,1.033237329,0.766546973,black
hsa-miR-495,1.074905661,0.94572063,0.732691783,black
hsa-miR-1277,1.075024571,1.217670213,0.706354401,black
hsa-miR-1246,1.075152828,0.956378908,0.554716586,black
hsa-miR-184,1.07519719,1.026985809,0.766562252,black
hsa-miR-135b*,1.075405672,1.104106541,0.650676466,black
hsa-miR-610,1.07558973,1.368297013,0.884617893,black
hsa-miR-188-3p,1.075884959,0.997164529,0.743827265,black
hsa-miR-204,1.076457696,1.03310641,0.75737405,black
hsa-miR-29b-1*,1.07650966,1.096265335,0.81182638,black
hsa-miR-30c-2*,1.076568087,1.197596325,0.886817719,black
hsa-let-7c,1.077449624,0.910137106,0.645568144,black
hsa-miR-31,1.077476402,0.995085135,0.736237409,black
hsa-miR-205*,1.077516329,0.947366935,0.693835784,black
hsa-let-7i,1.077836375,0.882464588,0.625715186,black
hsa-miR-1909,1.078622762,1.013106558,0.753800904,black
hsa-miR-1226,1.078907932,1.038973946,0.735957128,black
hsa-miR-1205,1.08021316,1.124681332,0.79570533,black
hsa-miR-487a,1.080972044,1.075603605,0.828641338,black
hsa-miR-21*,1.081008535,0.973193677,0.710448313,black
hsa-miR-1269,1.081353034,1.091518604,0.629469952,black
hsa-miR-1278,1.081637962,1.155865106,0.666402467,black
hsa-miR-1298,1.082390984,1.062292878,0.621994498,black
hsa-miR-19a*,1.082880742,1.032031297,0.752098235,black
hsa-miR-1279,1.082902884,1.156118637,0.665770052,black
hsa-miR-302d,1.083840704,1.000319867,0.735764528,black
hsa-miR-19a,1.084335499,1.034682282,0.753018539,black
hsa-miR-212,1.0857372,1.086975566,0.790055126,black
hsa-miR-1180,1.08632644,0.941438867,0.662314127,black
hsa-miR-320c,1.086872955,1.044440048,0.766072977,black
hsa-miR-1226*,1.0871634,1.124267179,0.790327246,black
hsa-miR-1288,1.08952483,1.025277983,0.586834804,black
hsa-miR-1276,1.089962992,1.09536206,0.626696552,black
hsa-miR-629,1.089987724,1.47851821,0.943250531,black
hsa-miR-1184,1.09029057,1.033074225,0.724138295,black
hsa-miR-30b*,1.090709408,1.034629567,0.756207944,black
hsa-miR-320b,1.091651771,1.176731024,0.859327062,black
hsa-miR-1264,1.091886839,1.129325195,0.644989656,black
hsa-miR-221*,1.093069279,1.140827927,0.823634988,black
hsa-miR-484,1.093288703,1.021216366,0.777878403,black
hsa-miR-298,1.093409602,1.062526428,0.774679862,black
hsa-miR-211,1.094334577,1.046343002,0.754546979,black
hsa-miR-616,1.094487779,1.256109434,0.798065521,black
hsa-miR-130a,1.095170662,1.153652459,0.667605083,black
hsa-miR-1299,1.098138463,1.117510443,0.644942395,black
hsa-miR-202,1.098242597,0.995746681,0.715505398,black
hsa-miR-30c,1.099314925,0.965521039,0.700172463,black
hsa-miR-221,1.099780632,1.14965881,0.824945459,black
hsa-let-7f-2*,1.099781859,0.870975103,0.605245311,black
hsa-miR-1972,1.100754234,0.995658754,0.713809763,black
hsa-miR-500a*,1.101404466,1.011923673,0.765120312,black
hsa-miR-129-5p,1.101763305,1.061183476,0.600639015,black
hsa-miR-1267,1.101811385,1.139872809,0.645149703,black
hsa-miR-302f,1.102005319,1.102001227,0.797193588,black
hsa-miR-218-1*,1.102524969,1.063499599,0.76122182,black
hsa-miR-142-3p,1.103249666,1.280479055,0.735571872,black
hsa-miR-503,1.103747805,1.005430462,0.75859678,black
hsa-miR-125b,1.105373578,1.137901183,0.641958323,black
hsa-miR-147b,1.10546614,1.185170936,0.679457015,black
hsa-miR-130a*,1.105629467,1.090999602,0.625376312,black
hsa-miR-2052,1.105777166,1.051686754,0.750552573,black
hsa-miR-1227,1.106101772,1.022474221,0.706463167,black
hsa-miR-506,1.10631179,0.990964871,0.745949672,black
hsa-miR-324-5p,1.10842504,1.117025449,0.803382095,blue
hsa-miR-1229,1.109475061,1.036075935,0.713684536,black
hsa-miR-143*,1.110581251,1.229711211,0.70174485,black
hsa-miR-29a*,1.112652744,0.973992545,0.6978489,black
hsa-miR-29b,1.114066892,1.077939466,0.771344725,black
hsa-miR-224,1.114343497,1.058194285,0.749391324,black
hsa-miR-643,1.115516691,1.120104093,0.698239316,black
hsa-miR-31*,1.116636845,1.014886475,0.72455427,black
hsa-miR-193b*,1.117189098,0.936288971,0.672596072,black
hsa-miR-217,1.117361937,1.138813031,0.804305219,blue
hsa-miR-30d*,1.11789952,1.108190305,0.790272712,black
hsa-miR-30e*,1.119401832,1.082578515,0.770972344,black
hsa-miR-30d,1.12003438,1.119422961,0.796761363,black
hsa-miR-1225-3p,1.120330787,1.147195912,0.782570666,black
hsa-miR-22,1.121743611,1.168972103,0.822380633,blue
hsa-miR-1200,1.122886242,1.096329475,0.746169639,black
hsa-miR-1,1.123243346,1.049854483,0.714311262,black
hsa-miR-135a,1.124132385,1.252272353,0.706004992,black
hsa-miR-494,1.124262728,1.021033349,0.756311881,black
hsa-miR-320a,1.126735316,0.977210828,0.691403817,black
hsa-miR-1973,1.126818956,1.080316924,0.756587858,black
hsa-miR-223,1.126989015,0.992023913,0.694648001,black
hsa-miR-222*,1.127664104,1.468486312,1.02766716,blue
hsa-miR-137,1.127684535,1.277287893,0.717839927,black
hsa-miR-205,1.12775052,0.954450583,0.66788662,black
hsa-miR-2053,1.130212096,1.000262534,0.698419543,black
hsa-miR-2113,1.130924709,1.036933647,0.723568423,black
hsa-miR-135b,1.131359074,1.276176996,0.714886156,black
hsa-miR-509-3-5p,1.131561977,0.962635187,0.708454878,black
hsa-miR-218-2*,1.132329439,1.047528658,0.730054776,black
hsa-miR-148a*,1.132799933,1.138788982,0.637113021,black
hsa-miR-1197,1.132865029,1.039475096,0.701242393,black
hsa-miR-25*,1.133564506,1.098691858,0.772671825,black
hsa-miR-301b,1.136085085,1.144129709,0.8028415,blue
hsa-miR-197,1.136723747,0.959534441,0.666143764,black
hsa-miR-27a*,1.137329134,0.950887838,0.666512866,black
hsa-miR-224*,1.13840373,1.093522002,0.758042487,black
hsa-miR-218,1.138547204,1.0148476,0.703415801,black
hsa-miR-219-1-3p,1.139756059,1.181194405,0.817846507,blue
hsa-miR-636,1.139966284,1.396112026,0.851628622,blue
hsa-miR-216b,1.141898378,1.129247606,0.780412207,black
hsa-miR-20b*,1.143182454,1.03344146,0.713399273,black
hsa-miR-301a,1.143246391,1.0972353,0.765112577,black
hsa-miR-1323,1.143609135,1.124407426,0.623121202,black
hsa-miR-378*,1.145864266,1.087313521,0.720888079,black
hsa-miR-138,1.148772706,1.036893072,0.572039875,black
hsa-miR-199b-5p,1.149761086,1.012408208,0.694880915,black
hsa-miR-23a*,1.150857163,1.168485652,0.801243078,blue
hsa-miR-320d,1.151764065,1.071874685,0.741900902,black
hsa-miR-302d*,1.152261073,1.106522144,0.765551882,black
hsa-miR-603,1.156746064,0.901460064,0.541914097,black
hsa-miR-219-2-3p,1.157583828,1.09237763,0.744702272,black
hsa-miR-215,1.15794462,1.278456341,0.871285415,blue
hsa-miR-210,1.1594016,1.018573371,0.693299288,black
hsa-miR-488,1.162101062,1.020508118,0.731309768,black
hsa-miR-214,1.162232389,0.939888896,0.638183948,black
hsa-miR-30c,1.162551296,1.146246491,0.78601585,black
hsa-miR-219-5p,1.162883378,1.401144307,0.950843486,blue
hsa-miR-1471,1.163122585,1.237992778,0.674557635,black
hsa-miR-32*,1.165832528,1.26089239,0.862198502,blue
hsa-miR-1468,1.167185786,1.354019779,0.735210088,black
hsa-miR-320c,1.167440527,0.938363934,0.640769676,black
hsa-miR-1233,1.168688919,1.064434859,0.696069184,black
hsa-miR-505,1.171921337,1.001339064,0.711559967,black
hsa-miR-328,1.17323113,0.978423628,0.664827175,black
hsa-miR-329,1.173862264,0.987657438,0.670740618,black
hsa-miR-21,1.174353916,1.00397916,0.674664766,black
hsa-miR-195*,1.17443114,0.893790181,0.600579291,black
hsa-miR-509-3p,1.175551595,0.934649232,0.662118568,black
hsa-miR-142-5p,1.177680232,1.349345567,0.726143143,black
hsa-miR-1181,1.179041177,1.030054143,0.667672248,black
hsa-miR-30c-1*,1.180647574,0.967842683,0.653506484,black
hsa-miR-1206,1.188593017,0.969702038,0.623501322,black
hsa-miR-320b,1.193658348,0.964844486,0.644380944,black
hsa-miR-29c,1.194025042,1.030141689,0.68777904,black
hsa-miR-199b-3p,1.194806828,1.037721327,0.685402017,black
hsa-miR-223*,1.196777883,1.200568184,0.791654359,black
hsa-miR-193a-5p,1.200768187,1.015636375,0.678813048,black
hsa-miR-22*,1.201055333,1.178649808,0.774433455,black
hsa-miR-500a,1.202598688,0.981921551,0.679962364,black
hsa-miR-326,1.204157196,1.048915246,0.694420642,black
hsa-miR-302a*,1.205298038,0.95772057,0.633446258,black
hsa-miR-23a,1.205798217,1.072633255,0.702002974,black
hsa-miR-193a-3p,1.206276708,1.030091127,0.685330109,black
hsa-miR-323-3p,1.206864097,1.103360366,0.728826946,black
hsa-miR-302c,1.207542472,1.115383808,0.736355152,black
hsa-miR-32,1.208485919,1.072442705,0.707453524,black
hsa-miR-300,1.21388369,0.891305095,0.585348786,black
hsa-miR-218,1.214678285,1.067474338,0.69351923,black
hsa-miR-219-5p,1.21739287,1.305311158,0.846146629,blue
hsa-miR-320d,1.218232406,1.040778206,0.681072666,black
hsa-miR-509-5p,1.218935415,0.977514895,0.66783857,black
hsa-miR-302e,1.219828588,1.02146633,0.667560541,black
hsa-miR-325,1.240838294,1.028347558,0.660678452,black
hsa-miR-505*,1.250656569,1.046836108,0.697058832,black
