,,,Plate 1,Plate 2,Plate 3,Plate 4,Plate 5,Plate 6
3,G11,hsa-miR-149,0.980890547,0.799362279,1.109493703,0.907212274,1.001052318,1.405021022
3,H11,hsa-miR-149*,1.022745909,0.844377744,1.047185023,1.04541055,1.042293057,1.406553692
4,A2,ath-miR416,0.927160834,1.025301761,1.131917087,1.108790903,0.972900528,1.036896405
4,B2,cel-miR-243,1.072839166,0.974698239,0.868082913,0.891209097,1.027099472,0.963103595
4,C2,hsa-miR-150,0.936112865,0.944729068,1.061943379,0.794690168,0.988733325,0.920721969
4,D2,hsa-miR-150*,0.816917735,0.787654417,0.777047768,0.847221925,0.686073022,0.815049187
4,F2,hsa-miR-151-3p,0.963424993,0.742209429,0.943787426,0.831179042,0.867927339,0.749273348
4,E2,hsa-miR-151-5p,0.926912125,0.772985686,0.802014899,1.044706542,0.735556868,0.90168773
4,G2,hsa-miR-152,0.999564833,0.730523569,0.691779846,0.802144898,0.740817925,0.701922193
4,H2,hsa-miR-153,0.969931769,0.692798974,0.805263528,0.906031389,0.853980538,0.774542919
4,A3,hsa-miR-153,1.073709492,0.894546607,1.033216533,0.898140693,0.941135566,0.844678876
4,B3,hsa-miR-1537,1.068611791,0.88942311,1.061322844,0.975129155,0.884455019,0.884435053
4,C3,hsa-miR-1538,1.149926362,0.980734156,0.87731789,0.865618963,0.972205644,0.927894975
4,D3,hsa-miR-1539,0.974200604,0.865911034,0.829865675,0.842295752,0.717788346,0.993764678
4,E3,hsa-miR-154,1.007853796,0.946343371,0.869834999,0.96139678,0.825193582,0.81275201
4,F3,hsa-miR-154*,0.976480081,0.879456764,0.822893876,0.786407163,0.723049402,0.781106427
4,G3,hsa-miR-155,0.950204126,1.019300989,0.812527408,0.936068209,0.908824646,0.72030005
4,H3,hsa-miR-155*,0.959404806,0.784215339,0.77416413,0.901017993,0.960343413,0.678059027
4,A4,hsa-miR-15a,1.031228589,0.731014862,1.136224305,0.79321209,0.905995636,0.847866843
4,B4,hsa-miR-15a*,0.898481023,0.727154723,0.864104261,0.974954825,0.945403971,0.827191722
4,C4,hsa-miR-15b,1.160038964,0.692658618,0.959556133,0.701135626,0.825689902,0.876746355
4,D4,hsa-miR-15b*,0.775431554,0.683183623,0.747627371,0.761994035,0.745979694,0.81870604
4,E4,hsa-miR-16,0.969890377,0.734524179,0.671995941,0.892342599,0.685576701,0.867510571
4,G4,hsa-miR-16,0.948877844,0.783267832,0.811432334,0.946879708,0.801220918,0.718659169
4,F4,hsa-miR-16-1*,0.991234419,0.745718681,0.746167313,0.723630626,0.783650958,0.761790895
4,H4,hsa-miR-16-2*,1.116936392,0.843451734,0.817345597,0.876125315,0.900982699,0.794796058
4,A5,hsa-miR-17,0.912903784,0.88633492,0.934150987,0.729060382,0.863609285,0.925550895
4,B5,hsa-miR-17*,1.021281843,0.836643752,1.008869869,1.011400043,0.956223923,0.939803102
4,C5,hsa-miR-181a,1.152827583,0.721329336,0.974412338,0.947838808,0.906591233,0.997796533
4,E5,hsa-miR-181a,1.006942002,0.731295632,1.098335574,0.882054235,0.78151675,0.95433661
4,F5,hsa-miR-181a-2*,1.042750273,0.865946121,0.934844537,0.968328376,0.772632525,0.934270977
4,D5,hsa-miR-181a*,0.989245051,0.80625352,0.914841576,0.861869815,0.684981094,0.930989223
4,H5,hsa-miR-181b,1.144289912,0.884896118,0.802781413,0.872376157,0.838395861,0.89807778
4,G5,hsa-miR-181b,1.044656713,0.746560919,0.927580658,0.806940317,0.796605107,0.707688716
4,A6,hsa-miR-181c,0.872826754,0.921848706,0.934406476,0.899840906,0.969773679,0.994467876
4,B6,hsa-miR-181c*,1.01469214,0.945009781,1.077967568,1.019290738,0.958953727,0.98359121
4,C6,hsa-miR-181d,0.98199221,0.930095489,0.853555267,0.846393643,0.91259673,0.956258785
4,D6,hsa-miR-182,0.910748705,0.84359209,0.853920311,0.912178216,0.746327182,0.877215153
4,E6,hsa-miR-182*,0.920902639,0.822887441,0.707147023,0.984894393,0.814472916,0.847163646
4,F6,hsa-miR-1825,1.085728457,0.871174894,0.579829177,0.938901852,0.956918806,0.919034194
4,G6,hsa-miR-1827,1.050790519,0.927603854,0.600525629,1.044401323,1.038912055,0.863806835
4,H6,hsa-miR-183,1.059286722,0.713468586,0.760001468,0.888767844,0.967887591,0.88640412
4,A7,hsa-miR-183*,1.180844248,0.721013486,1.002774139,0.991869574,0.923367043,0.876418169
4,B7,hsa-miR-184,1.260335317,0.868928992,1.024857693,1.015105616,1.026851271,0.932348803
4,C7,hsa-miR-185,1.16260848,0.848715645,0.868484443,0.934760386,1.024965264,1.027707437
4,D7,hsa-miR-185*,1.105041739,0.843556995,0.82241933,0.938509543,0.96173318,0.888045002
4,E7,hsa-miR-186,1.20239547,0.795409906,0.953715887,0.802886011,1.023327378,0.840412545
4,F7,hsa-miR-186*,1.131151973,0.794076366,0.722587216,0.933888455,1.016775841,0.945522732
4,H7,hsa-miR-187,1.116646275,0.820115101,0.633450137,1.051202173,0.922374392,0.878574742
4,G7,hsa-miR-187*,1.068072974,0.7461398,0.779018858,0.990082192,1.069336898,0.843928708
4,B8,hsa-miR-188-3p,1.158422573,0.892335749,1.092093804,0.928918635,1.028985468,0.935818073
4,A8,hsa-miR-188-5p,0.97846944,0.839521355,0.931741895,1.014538905,1.027546144,1.00595403
4,C8,hsa-miR-18a,0.909132305,0.812675469,0.794605039,0.84356,1.017272161,1.026676044
4,D8,hsa-miR-18a*,1.114159559,0.766353155,0.753540694,0.967587263,1.02402218,0.955789986
4,E8,hsa-miR-18b,0.997119577,0.771617066,0.788034763,0.853281582,1.061346037,0.976043125
4,F8,hsa-miR-18b*,0.86851645,0.796427588,0.751423564,1.000326981,1.025263022,0.936755747
4,G8,hsa-miR-190,0.98410589,0.734032879,0.888888874,0.936591344,1.025213384,0.816549456
4,H8,hsa-miR-1908,0.968605555,0.739121288,0.924514554,0.924907914,1.009876898,1.041537748
4,B9,hsa-miR-1909,1.218766208,0.875315854,1.064461972,0.939904536,0.986896967,1.010220361
4,A9,hsa-miR-1909*,1.035911861,0.87050815,0.995619762,1.025655552,1.091621955,1.018049672
4,C9,hsa-miR-190b,1.303976646,0.812570208,0.94984673,0.889029407,0.897160967,1.041162659
4,D9,hsa-miR-191,1.021944989,0.719188653,0.88385168,0.80968679,0.962179863,0.988654459
4,E9,hsa-miR-191*,1.00901423,0.738033432,0.923273493,0.875427787,1.010770263,0.97065169
4,F9,hsa-miR-1910,0.923472215,0.622403158,0.814388996,0.921463904,0.902918344,0.830989178
4,G9,hsa-miR-1911,0.961850063,0.765616236,0.85647539,0.92647731,0.877208598,0.91350207
4,H9,hsa-miR-1911*,1.00018645,0.649459582,0.798875778,0.867624324,0.972553051,0.834411622
4,A10,hsa-miR-1912,1.279980031,0.873631377,0.971382713,1.01650068,1.041195106,1.061040786
4,B10,hsa-miR-1913,1.147439774,0.9226558,1.038217241,0.898140693,1.044421231,0.945850928
4,C10,hsa-miR-1914,1.137990317,0.83190623,0.943422382,0.870675953,0.856759981,0.925410206
4,D10,hsa-miR-1914*,0.975775535,0.780811349,0.862644196,0.836410426,0.918006701,0.917674614
4,F10,hsa-miR-1915,0.853264823,0.68448201,0.712147791,0.846873192,0.862765477,0.895264902
4,E10,hsa-miR-1915*,0.952607922,0.746596014,0.766243238,0.913834852,1.0229799,0.863478639
4,G10,hsa-miR-192,0.906023972,0.753088138,0.763724637,0.838720934,0.981635911,0.895124212
4,H10,hsa-miR-192*,1.20803192,0.753263639,0.76113302,0.835364165,0.840827826,0.874777287
4,B11,hsa-miR-193a-3p,1.247818918,1.032425593,1.236056359,0.976349817,1.032906487,0.977168305
4,A11,hsa-miR-193a-5p,1.302318786,0.90588153,1.304314527,0.839113314,1.07315863,1.044022508
4,D11,hsa-miR-193b,1.1556872,0.808710011,1.023434113,0.707195364,0.808070294,0.803328634
4,C11,hsa-miR-193b*,1.218683279,0.934622423,1.111768199,0.843647169,1.017123237,0.861134559
4,F11,hsa-miR-194,1.091074866,0.751544067,0.725580363,0.911437103,0.989428208,0.915564934
4,E11,hsa-miR-194,1.221833141,0.806534233,0.989414471,0.806068386,0.949374628,0.98359121
4,G11,hsa-miR-194*,1.248855092,0.715433775,0.99156814,0.910085695,0.955727602,0.915471147
4,H11,hsa-miR-195,1.192034228,0.723294526,0.794313071,0.93480397,0.847677202,0.852367574
5,A2,ath-miR416,1.063249889,0.940234102,1.042249459,1.082532807,0.883662859,1.045400843
5,B2,cel-miR-243,0.936750111,1.059765898,0.957750541,0.917467193,1.116337141,0.954599157
5,C2,hsa-miR-195*,1.11017767,1.092261804,1.018439945,0.830748234,0.887019635,0.792970636
5,E2,hsa-miR-196a,0.978680409,1.082819155,0.694771845,0.984841847,0.856496045,0.860214191
5,D2,hsa-miR-196a,1.074414749,1.047001974,0.752894288,0.913016675,0.692792569,0.739450253
5,F2,hsa-miR-196a*,0.95918618,1.079432756,0.739614441,1.177491876,0.923085956,0.980482566
5,G2,hsa-miR-196b,1.110603085,0.925809587,0.816124483,0.987661966,0.803645651,0.909350781
5,H2,hsa-miR-196b*,1.12485152,1.057095833,0.778642142,0.96717195,0.783309611,0.907978446
5,A3,hsa-miR-197,1.021567668,1.011347489,1.061658491,1.104653222,0.915864873,0.703083899
5,B3,hsa-miR-1972,1.01362822,0.95335619,1.030907872,1.157706922,0.864380619,0.803415531
5,C3,hsa-miR-1973,0.99268076,1.032968085,1.04274713,1.007535013,0.81355997,1.207448575
5,D3,hsa-miR-1976,0.791571381,0.963743202,0.67813925,0.708336988,0.764066416,0.643121239
5,E3,hsa-miR-198,0.847891966,0.886410653,0.660511268,0.965761881,0.791701644,0.752754159
5,G3,hsa-miR-199a-3p,0.804154045,0.906761277,0.685944788,0.910064382,0.862741248,0.833644611
5,A4,hsa-miR-199a-3p,1.238520499,0.877260943,0.841688913,0.802265656,0.979995726,0.704379952
5,F3,hsa-miR-199a-5p,0.74017754,0.950197826,0.705275256,1.09606068,0.823201057,0.780009903
5,H3,hsa-miR-199a-5p,1.234160905,0.920567244,0.723112794,1.096369101,0.806377932,0.854991795
5,C4,hsa-miR-199b-3p,1.278997566,1.128307015,0.91191264,1.066096795,0.938269653,0.922235296
5,B4,hsa-miR-199b-5p,1.271696131,1.057356317,0.870108383,1.103419409,0.822498465,0.935577307
5,E4,hsa-miR-19a,1.12896303,1.088777833,0.799072731,1.217634691,0.907394735,0.813441041
5,D4,hsa-miR-19a*,1.060768716,1.063966204,0.865996099,1.168018017,0.928160208,0.828993999
5,G4,hsa-miR-19b,0.904247972,0.98025169,0.791267193,1.328456948,0.950174672,0.914039508
5,A5,hsa-miR-19b,1.228596164,0.853751836,0.829875869,0.737381733,0.954624422,0.716273346
5,F4,hsa-miR-19b-1*,0.71518955,1.064519835,0.913562779,1.28359914,0.995296574,0.694926225
5,H4,hsa-miR-19b-2*,1.076505877,0.958924141,0.800015729,1.189609617,0.884209321,0.835855557
5,C5,hsa-miR-200a,1.011218035,0.880256556,0.896877795,1.080902491,0.816331303,0.758700832
5,B5,hsa-miR-200a*,1.093235478,0.934601026,0.861883814,1.201066433,0.851890158,0.823695328
5,E5,hsa-miR-200b,1.300228597,0.793904539,0.777018136,1.105402302,0.850836293,0.87519531
5,D5,hsa-miR-200b*,1.131160624,0.846751229,0.863402962,1.030272333,0.939830984,0.788129408
5,G5,hsa-miR-200c,1.000655694,0.833987251,0.89695636,1.127654881,0.865746824,0.981511784
5,F5,hsa-miR-200c*,0.861963239,0.780000945,0.80336844,1.187053827,0.89911978,0.986962957
5,A6,hsa-miR-202,1.074946404,0.897155823,1.024909592,0.938662207,0.946544601,0.912667235
5,H5,hsa-miR-202*,1.12485152,0.806147549,0.91429614,1.116903127,0.878666655,0.950863375
5,B6,hsa-miR-203,1.164903288,0.971525268,0.71913142,1.106768352,1.002166336,0.813784151
5,C6,hsa-miR-204,1.215233826,0.96774825,0.814264701,1.158323828,1.072230108,0.699843672
5,D6,hsa-miR-205,1.302390706,0.936945389,0.893184536,1.153829237,0.811686419,0.748637216
5,E6,hsa-miR-205*,1.300583039,0.864334208,0.83665985,1.063585088,0.93233667,0.690161216
5,F6,hsa-miR-2052,1.272086059,0.822688545,0.956467077,1.094121797,0.995179424,0.879693484
5,G6,hsa-miR-2053,1.291084002,0.907412487,0.930928779,1.182338971,0.812857377,0.844585007
5,H6,hsa-miR-2054,1.223988493,0.747928273,0.893315533,1.253062504,0.918909438,0.756489886
5,A7,hsa-miR-206,1.256207054,0.938019988,0.697260204,1.069005016,1.080153727,0.808981036
5,B7,hsa-miR-208a,1.266982102,0.977483945,0.749148683,1.046179603,1.114268465,0.86280636
5,C7,hsa-miR-208b,1.27669373,0.931703147,0.744695851,1.008107909,1.038427783,0.721953247
5,D7,hsa-miR-20a,1.282045764,0.943946103,0.723060362,0.981492904,1.093307865,0.819959545
5,E7,hsa-miR-20a*,1.290233406,0.934633588,0.769212592,1.049484464,0.999199812,0.808637927
5,F7,hsa-miR-20b,1.289382685,0.864106286,0.795484337,1.004626801,0.893694271,0.687340326
5,G7,hsa-miR-20b*,1.300299461,0.92281392,0.941746566,0.929673089,1.007435771,0.961231995
5,H7,hsa-miR-21,1.375724346,0.865376151,1.004190887,0.935401429,0.971213313,0.91331523
5,A8,hsa-miR-21*,1.207046294,0.904449483,0.881633394,0.972944436,0.945334598,0.824343386
5,B8,hsa-miR-210,1.220266912,1.123032103,0.877678238,0.958403079,1.052245332,0.853276351
5,C8,hsa-miR-211,1.184893679,0.919460083,0.91675828,0.994095377,1.052713754,0.895780111
5,D8,hsa-miR-2110,1.22058586,0.833987251,0.912803206,1.066801793,1.037100623,0.738192314
5,E8,hsa-miR-2113,1.327378702,0.986112687,0.842605692,1.024676168,1.055602173,0.841573564
5,F8,hsa-miR-212,1.235472301,0.936326734,0.845984617,0.929276503,1.114931948,0.999046966
5,H8,hsa-miR-214,1.336381454,0.953193392,0.934752942,0.98233014,0.902164344,0.769831835
5,G8,hsa-miR-214*,1.23958381,0.918776311,0.826051618,0.945756597,1.052908945,0.896809329
5,A9,hsa-miR-215,1.374625548,0.911417534,0.930116772,1.044505205,1.173793431,1.350893864
5,B9,hsa-miR-216a,1.160543694,0.913175797,0.860626487,1.059619312,1.022112059,1.206381243
5,C9,hsa-miR-216b,1.301823564,0.954951763,0.911860213,1.04516612,1.070590745,1.05451146
5,D9,hsa-miR-217,1.324436854,0.862706133,0.912462663,0.994491953,1.120435562,1.075096253
5,E9,hsa-miR-218,1.313768163,0.949872218,0.899366068,0.920287312,0.943851373,0.981893007
5,G9,hsa-miR-218,1.340670177,1.078065218,0.9526167,1.054948465,1.126095379,0.827888498
5,F9,hsa-miR-218-1*,1.286582688,0.904123874,0.872884858,0.965453469,1.100645977,0.919376347
5,H9,hsa-miR-218-2*,1.299696949,0.935447602,0.906962141,1.152198848,1.009426407,0.804635372
5,B10,hsa-miR-219-1-3p,1.155581472,0.99415523,0.983472096,1.101965267,1.190538451,1.026607651
5,D10,hsa-miR-219-2-3p,1.437609664,0.829493845,0.948504329,1.057239842,1.100021417,0.91747035
5,A10,hsa-miR-219-5p,1.232424212,0.950262944,1.015401482,1.505728394,1.242139798,1.21209925
5,C10,hsa-miR-219-5p,1.42609037,0.986340609,0.969406462,1.115845635,1.125470827,1.215072587
5,F10,hsa-miR-22,1.347440073,0.904254116,0.872256275,1.187053827,1.16458164,0.945984033
5,E10,hsa-miR-22*,1.476952447,1.019162224,0.867724884,1.123645023,1.1608736,1.03003843
5,H10,hsa-miR-221,1.123469261,1.003565431,0.907224043,1.128844612,1.060520344,1.046315735
5,G10,hsa-miR-221*,1.089974689,0.944694993,0.963696384,1.037278568,1.094127551,1.069149462
5,B11,hsa-miR-222,1.160401967,0.970939175,0.842055588,1.336036006,1.144792055,0.924446296
5,A11,hsa-miR-222*,1.204671478,1.058984446,0.867227212,1.485370534,1.353227059,1.037205
5,D11,hsa-miR-223,1.228277216,0.910538402,0.967363343,0.981228565,1.085969625,0.730187141
5,C11,hsa-miR-223*,1.393765342,0.957100753,0.969092128,1.273684694,1.161459107,0.958182438
5,E11,hsa-miR-224,1.250323365,0.922292952,0.912410231,1.08663083,1.195144282,0.708611291
5,F11,hsa-miR-224*,1.297286756,0.795369817,1.035203494,1.022120378,1.167587152,0.884992155
5,H11,hsa-miR-23a,1.331738289,0.993080738,1.006888797,1.190226523,1.070434663,0.779056904
5,G11,hsa-miR-23a*,1.245396629,0.912719954,1.008146043,1.240856608,1.151037257,0.911447402
6,A2,ath-miR416,1.094916403,0.971326574,0.975400235,0.989152667,0.821576254,0.980619067
6,B2,cel-miR-243,0.905083597,1.028673426,1.024599765,1.010847333,1.178423746,1.019380933
6,D2,hsa-miR-23b,0.91253899,1.083279229,0.945808894,1.148441694,0.937553861,0.75957288
6,C2,hsa-miR-23b*,0.781044687,0.90846138,0.846693837,1.29087565,0.934323915,0.958180464
6,H2,hsa-miR-24,0.903344028,1.119959601,0.998946038,1.26313151,0.86175712,0.687505892
6,F2,hsa-miR-24,1.165121279,1.080249618,0.938888373,0.945304329,0.891343686,0.898626389
6,E2,hsa-miR-24-1*,0.756597225,1.114116746,1.170806437,1.174850827,0.916494425,0.897403331
6,G2,hsa-miR-24-2*,0.788344731,1.099473379,1.004394942,0.956986131,0.884453074,0.924734224
6,B3,hsa-miR-25,1.007812657,0.998449097,0.828358376,1.09024159,0.92769167,1.007244385
6,A3,hsa-miR-25*,1.114207164,1.087931931,1.208511477,1.106095359,0.940697731,1.230078095
6,C3,hsa-miR-26a,0.967087547,1.086813844,0.888097846,1.019441764,1.059345446,1.340953941
6,E3,hsa-miR-26a,1.015392259,0.887903075,1.035219264,0.961241591,0.873600344,1.047511537
6,D3,hsa-miR-26a-1*,0.742059249,0.943915496,0.947718011,1.321999312,0.897028489,1.21761224
6,F3,hsa-miR-26a-2*,1.062858233,0.913114081,0.990474333,1.156785895,0.886907868,0.950418644
6,G3,hsa-miR-26b,0.842178855,1.120356324,0.978025275,0.710417645,0.885099053,0.899049814
6,H3,hsa-miR-26b*,0.822546335,1.308230543,1.024162265,0.990612889,0.906847565,1.053767994
6,B4,hsa-miR-27a,0.988956713,1.041405156,0.993855067,1.247319453,0.975624512,0.97934895
6,A4,hsa-miR-27a*,1.128683036,1.11188058,1.176374654,0.7629122,1.005469444,1.074701311
6,D4,hsa-miR-27b,0.77874595,1.107444343,1.140419606,1.081271662,0.958484106,1.008749671
6,C4,hsa-miR-27b*,0.995480174,0.960470328,1.108919165,1.044807884,0.919853626,0.953805648
6,F4,hsa-miR-28-3p,1.078110642,0.975402182,0.976076354,0.997830523,0.941429849,0.89161729
6,E4,hsa-miR-28-5p,1.036143077,0.976592403,1.174903103,1.152947574,0.96800172,1.07281967
6,H4,hsa-miR-296-3p,0.866967986,0.980740085,1.062304862,1.201844096,1.129285167,0.742732141
6,G4,hsa-miR-296-5p,0.850876754,1.04129698,1.036889754,0.830864873,0.922437594,0.770956864
6,A5,hsa-miR-297,0.912414787,1.190038303,1.059520754,0.701211022,1.045521127,1.038950094
6,B5,hsa-miR-298,0.996318906,1.07202632,1.241205162,1.132921709,0.97394488,1.047793765
6,D5,hsa-miR-299-3p,0.875976544,0.957657076,1.2504723,1.070048798,0.840224003,0.781588136
6,C5,hsa-miR-299-5p,0.785114101,0.978576062,0.92647907,1.088155511,1.104522041,0.976103142
6,F5,hsa-miR-29a,1.143376322,0.879282994,1.024440705,0.978096721,1.21597761,0.91720765
6,E5,hsa-miR-29a*,1.127067676,1.049917113,1.163169985,1.033000937,1.036391063,0.809436425
6,B6,hsa-miR-29b,0.995728683,1.111375561,0.920990354,1.248612818,1.237209327,1.333333385
6,H5,hsa-miR-29b,1.1832627,1.114585656,1.024917951,0.960699228,1.007019821,1.255433286
6,G5,hsa-miR-29b-1*,1.092462304,1.123494223,1.004434754,1.037965686,1.20073216,1.014488653
6,A6,hsa-miR-29b-2*,1.07363746,1.10311617,1.018275862,1.303183248,0.944918225,0.965942275
6,D6,hsa-miR-29c,1.075718744,1.299538328,1.229472044,1.198256074,1.002799327,0.838884205
6,C6,hsa-miR-29c*,1.064007579,1.172581684,0.879427276,1.105678141,0.91981052,0.99995298
6,E6,hsa-miR-300,1.268285162,1.04576931,1.329064356,0.889357109,0.828079244,0.935741852
6,F6,hsa-miR-301a,1.2111582,1.1554858,1.042855725,1.03996828,1.274332545,0.934706982
6,G6,hsa-miR-301b,1.160989715,1.20024532,1.033668088,1.23275898,1.177907022,0.972292791
6,A7,hsa-miR-302a,0.925710212,0.929380366,1.151675486,1.119445961,1.106459959,1.00282251
6,H6,hsa-miR-302a*,1.15427985,1.295534915,1.171402997,0.954566329,1.067355789,0.812164836
6,C7,hsa-miR-302b,0.845098826,1.193825251,0.95921251,1.124035214,1.107407472,0.95766299
6,B7,hsa-miR-302b*,0.850441937,1.247781885,1.099214469,1.137218951,1.039405749,1.214695651
6,E7,hsa-miR-302c,1.161673144,1.180732907,1.29573429,1.13696853,1.11158486,1.061341637
6,D7,hsa-miR-302c*,0.982464359,1.142681996,1.036690882,0.963494536,0.992032737,0.887430652
6,G7,hsa-miR-302d,1.063572665,1.209045712,0.972138814,0.712169878,1.213092242,1.062564685
6,F7,hsa-miR-302d*,1.091468268,1.176404846,1.203539811,1.106053646,1.200559871,0.970505268
6,H7,hsa-miR-302e,1.198794713,1.331818572,1.12363533,0.917935685,1.154737307,0.9615204
6,A8,hsa-miR-302f,1.017411438,1.183870799,1.12029435,1.168175625,0.962790749,1.146297894
6,B8,hsa-miR-30a,0.905984531,1.121979422,1.184369047,1.174642179,1.139491856,1.462931621
6,C8,hsa-miR-30a*,0.851560176,1.088689388,0.949189629,1.104593424,1.068001758,1.141734901
6,D8,hsa-miR-30b,0.833574065,1.221308523,1.18413042,1.274020658,0.940310118,0.871342556
6,E8,hsa-miR-30b*,0.967739972,1.149823308,1.183136115,1.250907483,0.879155964,0.929156108
6,H8,hsa-miR-30c,1.094760996,1.301522048,1.096549666,1.229254391,1.192807895,0.966694917
6,F8,hsa-miR-30c,1.166270625,1.038808369,1.080123322,0.912470284,0.976098202,0.984617595
6,G8,hsa-miR-30c-1*,1.108802051,1.340330416,1.097066733,0.810838999,1.101981107,0.968999914
6,A9,hsa-miR-30c-2*,0.957395567,1.169047062,1.127453556,1.341232394,0.972437609,1.245601647
6,B9,hsa-miR-30d,0.957768382,1.224590693,1.212806949,1.140848624,0.990223993,1.202794261
6,C9,hsa-miR-30d*,1.038814584,1.258638071,1.064412852,1.216154149,1.021274787,1.047793765
6,D9,hsa-miR-30e,0.960067068,1.035814746,1.139027556,0.956610626,0.997588357,0.978125902
6,E9,hsa-miR-30e*,1.00305977,1.288898494,1.081992627,1.212399391,0.984453113,1.010537262
6,F9,hsa-miR-31,1.027600443,1.126523827,1.08740185,0.766865515,1.159216239,1.043042594
6,G9,hsa-miR-31*,1.158597721,1.229748286,0.938570129,0.838207712,1.160594327,1.024179174
6,H9,hsa-miR-32,1.179472851,1.389381776,1.046753518,1.052359302,1.203187016,0.919418597
6,A10,hsa-miR-32*,1.057235615,1.082954701,1.395962975,1.282907084,1.192851001,1.272321016
6,B10,hsa-miR-320a,1.070748448,1.235519074,1.078810773,1.006216367,0.882601225,1.018440113
6,C10,hsa-miR-320b,1.046891307,1.107877047,1.131112664,1.22829488,0.95516802,1.325477515
6,D10,hsa-miR-320b,0.999145717,1.342314128,1.279228453,1.064249674,0.835357467,0.965095514
6,E10,hsa-miR-320c,0.953636818,1.221236448,1.109714663,1.213525768,0.900086137,0.979819365
6,F10,hsa-miR-320c,1.195843596,1.289078865,0.997355107,0.844382333,0.96253232,0.989651004
6,G10,hsa-miR-320d,1.156516437,1.233210713,1.056140027,1.053068522,1.02398801,1.113086823
6,H10,hsa-miR-320d,1.206964532,1.2914593,1.152152732,1.188326566,0.940783871,0.952018057
6,B11,hsa-miR-323-3p,1.149806675,1.25975615,1.221755958,1.141307562,1.05167962,1.083639121
6,A11,hsa-miR-323-5p,1.199043222,1.357209828,1.442935275,1.343902556,1.149181759,1.394721964
6,D11,hsa-miR-324-3p,1.045307041,1.014967895,1.177488273,1.004672712,1.044143039,1.022250464
6,C11,hsa-miR-324-5p,0.990354568,1.286157437,1.064174233,1.148692114,1.124978533,1.038667788
6,E11,hsa-miR-325,1.119581279,1.406189113,1.214278632,1.158371193,0.930103421,0.957851168
